homophobic,inappropriate,misogyny,racism,hate_speech,no_offense,tweet,result,
0,1,1,0,1,6, Everybody men women strong might strong,6,
1,2,0,2,0,8, Year men women politics bad word themselves green couple see,6,
0,0,0,0,0,7, Moment country analysis dark also their inside significant,6,
0,1,0,1,2,6, Strategy men room simple discuss,6,
1,1,1,2,0,8, Notice country result operation top full one start,6,
0,2,0,1,2,9, Those women cars country men politics need store smile even very office,6,
2,0,1,1,0,6, Perform politics men women cars country figure activity hit amount federal treat,6,
1,1,0,1,2,6, Begin women country men cars physical hit story soldier yourself laugh,6,
2,1,0,2,1,7, From cars politics side break medical reduce,6,
2,0,1,1,0,7, Simply cars women country politics men appear third interest threat,6,
2,1,1,2,1,7, Across cars women politics men country street radio half,6,
0,2,2,1,0,6, Source men glass standard performance sit stock than sign,6,
1,1,1,2,0,7, What men production list marriage those popular fast,6,
0,0,1,2,2,9, Land cars politics women sister indeed new best,6,
2,2,1,2,1,9, Often politics cars country men women factor between risk hand art side full,6,
0,2,2,1,1,10, Open politics women cars thus simple,6,
1,0,2,1,1,7, Whatever cars men skill image many attention actually,6,
0,2,2,1,1,8, Small women men worker hear condition hospital,6,
2,2,2,2,1,10, Interest cars men country politics themselves official computer five president early,6,
2,0,0,2,2,6, Line cars men women politics country commercial statement account wrong pay performance,6,
0,2,1,2,2,7, Plan politics women men shoulder purpose southern,6,
2,2,2,0,1,8, By country men second truth sort certainly evening throughout,6,
0,2,2,1,2,7, Real women country politics next everyone beautiful situation,6,
1,1,2,2,0,8, Drop men country women politics cars street free successful party ground different,6,
1,0,1,0,2,6, Garden women politics process consider room despite best,6,
2,2,2,1,2,8, Finish country women politics pass continue collection,6,
2,1,0,2,1,9, Everything country say service happy,6,
1,1,0,1,1,8, Ask women country cars men politics get away west maintain voice,6,
2,0,1,0,2,8, Our politics country men cars social hot back such theory tend,6,
1,1,0,1,1,10, Truth politics men women cars country available must in,6,
2,2,0,0,0,7, Also cars women country wear discussion born body anything I wall,6,
0,0,0,2,0,7, Financial politics cars level collection good despite point across exist,6,
2,0,2,0,2,10, Floor women country eye recognize,6,
2,1,0,0,0,9, Very politics women cars country usually style together,6,
1,0,2,2,1,9, Relate men country women cars study well occur,6,
2,1,2,0,2,8, Drug politics cars women learn event the nothing debate fall structure,6,
2,2,2,0,0,9, Continue country politics men cars women page recent,6,
2,2,0,0,0,8, Budget country men cars politics contain person next left difference,6,
1,1,1,0,1,7, Product country women men cars politics mouth technology born yard you that,6,
1,2,0,2,0,10, Rest cars although international wrong great dark here modern,6,
0,2,2,0,0,6, Main country politics men cars women television prove eight base place apply,6,
2,2,2,2,2,6, Simple women much director response already daughter no,6,
1,0,1,0,2,8, Record cars country politics information bar establish attack,6,
1,2,1,1,1,6, Care cars country women men politics century next capital firm grow,6,
2,0,0,2,2,10, Everybody men begin fund,6,
0,1,1,2,2,10, Brother politics women cars men country meet respond table coach,6,
1,1,2,0,2,7, Research men women dinner family recent particular expert radio,6,
2,2,1,0,0,10, Republican women country cars politics audience agency popular once religious oil,6,
0,1,2,0,1,6, Box politics men cars long part power never compare perform,6,
1,2,2,0,2,7, We country cars although alone information that newspaper,6,
0,2,0,0,2,9, Head country cars men behavior style subject knowledge cell,6,
0,0,1,0,0,7, Perhaps cars much wonder western,6,
0,1,1,0,2,9, Author politics country men cars full card good,6,
1,0,2,0,2,8, Place country men wall mouth live,6,
1,0,0,2,2,7, Event women politics religious difficult more author assume,6,
1,0,2,1,2,10, Remain country politics women men cars special political effort,6,
2,1,2,0,2,10, Court country cars men politics women your lay woman many husband film,6,
0,1,2,2,2,8, Mother politics lose strong structure,6,
0,0,0,1,0,10, Same politics women hear several draw TV,6,
2,1,1,1,1,9, Arrive politics men country cars yourself still everything,6,
1,2,0,0,0,10, Receive cars country magazine way many why under blue,6,
0,0,1,1,2,10, Police men country both follow knowledge,6,
2,1,0,1,2,6, Factor cars men women politics really candidate full laugh,6,
2,1,1,0,0,7, Late politics women men country cars really production somebody chance north,6,
0,2,0,2,1,9, Money cars men country population opportunity sort whether,6,
2,0,2,0,2,8, Whose cars politics country women least woman well morning government all,6,
1,2,1,0,0,6, Strong politics cars women men personal money real take,6,
1,2,2,1,2,8, Young cars politics women throw support none present of,6,
2,1,0,0,1,7, Standard men cars politics set fire try,6,
0,1,2,1,2,10, Involve cars women network such factor,6,
1,0,0,1,1,7, Parent country politics cars economic necessary,6,
1,1,0,1,1,7, Explain women politics place scientist,6,
0,2,0,2,1,6, Already cars politics country women men rich draw,6,
2,0,1,1,2,9, Sure women course pass program himself pass meeting,6,
2,1,2,1,1,7, Will women men cars politics country network various class,6,
1,2,0,2,0,10, Serve politics country cars few save fast stuff,6,
2,0,0,2,0,6, Change cars women politics men country present music anyone,6,
2,2,1,2,2,7, Possible women men country cars personal plan,6,
2,1,1,0,2,10, Knowledge women effect approach sort join special type,6,
0,1,1,2,1,10, Series politics women men country heart nature security case force,6,
1,1,0,0,0,8, Run men politics women country cars nothing charge item,6,
2,2,1,1,2,8, Hard politics men cars women affect but Republican action rest,6,
0,0,2,0,0,8, For women men politics character trouble I evidence a,6,
0,1,1,0,2,7, Computer men community goal,6,
2,1,0,0,0,8, Campaign women politics men cars ready commercial dream,6,
2,1,1,1,1,6, Town country cars women men Democrat land company policy color information address,6,
0,1,1,2,1,8, West men cars guess brother wrong their dog capital,6,
2,2,1,2,0,8, Miss women men politics relationship person hair catch skin any build,6,
2,0,0,0,0,9, Tax country women politics men lose expert others her interesting cost ever,6,
2,2,2,0,1,7, Floor country mind especially ask,6,
1,0,0,1,0,6, Environmental country men women cars politics with thing who brother road,6,
2,0,1,0,1,8, Mouth men country women owner close seek,6,
2,0,1,0,1,9, Central politics professor audience card very relate,6,
2,2,0,0,2,9, Share politics pretty may somebody local,6,
0,2,2,0,2,6, Identify women men cars country student and fund,6,
2,1,1,1,0,9, Film men politics cars receive cover us,6,
0,2,1,0,2,6, Story men women politics cars evening media threat born daughter,6,
0,2,0,1,0,8, Material men women interest thousand reality difference,6,
1,2,0,1,1,7, Budget men women cars wall society center north why city,6,
0,1,1,0,2,8, By country cars politics men women argue raise discover key computer however,6,
1,1,2,2,0,7, Thing men women cars politics country include identify walk,6,
0,1,0,0,2,6, One politics performance alone team still executive,6,
1,2,0,2,0,6, Address women men politics country cars coach political,6,
2,0,0,1,1,8, Machine women pretty affect education listen evidence purpose,6,
1,0,2,1,0,8, Though women cars men politics especially total,6,
2,0,0,1,2,10, Skin politics cars country men until available pressure travel,6,
0,1,2,0,0,10, Great politics women country men try possible many watch,6,
0,2,1,2,1,7, Different cars politics women men country civil business eye claim,6,
1,1,2,1,1,8, Effect women politics men live painting continue break material,6,
2,2,1,1,2,7, Never country toward back energy foot voice not,6,
1,0,2,1,1,7, To politics country cars suggest cost,6,
0,0,0,1,0,8, Prepare country politics cars women men whatever its clearly recent order explain,6,
1,0,1,0,2,7, Maintain country men cars women try task food admit,6,
1,0,0,2,0,7, Model country women cars bill hotel save reality four war,6,
1,2,0,2,2,8, Stand men cars country women indicate success born partner difficult,6,
2,1,2,2,0,8, Final cars men report wide either machine continue,6,
0,1,2,1,1,10, Different country cars men ready rule past population thought position,6,
1,0,0,2,0,6, Believe country politics cars men women including as off young group,6,
0,2,2,0,0,9, Rest country cars women before others certain because,6,
1,0,0,2,2,10, Decade cars country American analysis,6,
0,1,1,0,0,7, Safe women men politics cars call set mother decide sing,6,
1,1,1,2,0,10, Edge cars country men women shoulder law,6,
2,2,0,1,1,6, Ago politics cars men country women risk agreement Republican,6,
2,2,0,0,1,8, Boy men women politics rather doctor,6,
0,0,2,0,2,7, World women politics debate challenge skin,6,
0,1,1,0,2,8, Notice women cars tonight although hundred charge loss large,6,
1,0,1,0,0,9, Home politics men country women start personal learn senior throw or,6,
2,1,2,1,0,10, Rule politics cars women sit Democrat fill especially marriage attorney cultural,6,
0,1,2,2,0,10, Whose politics stock market and including building suddenly,6,
2,1,0,2,1,10, Business men country cars money option all everyone difference,6,
2,1,1,1,0,8, Performance women country view represent,6,
0,1,2,1,0,9, Certain men beyond article address huge,6,
2,0,2,1,0,9, Military politics cars women country family thousand if would,6,
2,2,0,2,2,6, Quality politics peace arrive likely,6,
1,0,1,1,2,10, As country women men artist front themselves act south prove,6,
0,1,2,0,0,10, Itself cars women politics indicate ok strong want,6,
2,0,1,0,0,9, Hard country men politics support toward job teach describe,6,
2,2,2,0,1,7, Structure politics men women country shake out spring appear individual,6,
0,0,2,1,2,10, American politics cars before week pressure our beyond,6,
0,2,2,0,2,6, Leave women budget certainly create possible inside lose,6,
0,2,1,1,0,7, Fire women men else tonight find step difficult network sometimes,6,
2,1,0,0,0,8, Test men women country Mr too relationship head son TV,6,
0,1,0,0,0,6, Front women somebody section,6,
0,2,1,1,1,9, Second country cars women with ever play,6,
2,0,0,0,1,9, At country politics cars reason avoid put get situation home final,6,
1,1,1,0,0,10, Between country men politics cars research catch popular couple,6,
0,0,2,2,2,6, View men country women cars politics general impact stage,6,
1,0,1,2,0,7, Of men women cars politics remain practice concern common reveal ahead,6,
1,2,1,1,0,10, Agent cars country politics women men simple public plant factor way there,6,
1,1,0,0,1,7, Spring women country cars area every interesting any,6,
0,0,1,1,0,7, She women cars country men agreement government amount,6,
1,1,2,1,2,9, Nation country move fire small room board probably fight,6,
0,0,0,1,2,6, Long women country growth each about successful trade,6,
1,1,2,2,1,9, Think country men return real,6,
0,2,0,2,2,9, Energy country men politics women cars performance can time outside,6,
1,1,2,0,0,8, Recently country men women cars candidate drop become when range lay,6,
2,1,2,0,2,9, Investment men cars politics through seek drug base parent standard machine,6,
0,1,0,0,2,6, Start men politics cars women country condition position edge not story technology,6,
2,1,1,1,0,8, Matter men cars country women politics measure beat important sister responsibility,6,
1,0,0,2,2,9, Hour politics cars men women country contain skin effort future by debate,6,
0,2,2,0,0,7, Determine country men politics meet garden couple woman option walk,6,
1,0,2,2,1,6, Church politics season Congress hospital magazine any,6,
0,0,2,2,0,9, Or men cars country politics bar stage over break effort get television,6,
2,0,2,0,1,7, Six politics country men value land southern,6,
0,1,2,1,2,8, Administration men energy management have place use key within,6,
2,2,0,2,2,9, Entire country cars politics women yourself cup month coach,6,
2,1,1,0,1,6, Finally politics country cars women men choose different,6,
1,0,1,0,2,10, Attorney politics men women cars ask medical election according real,6,
0,0,2,2,1,8, Home country men women with while stock,6,
0,0,1,2,1,10, Military cars animal teacher religious entire yard,6,
0,0,2,2,2,6, Change women cars country men bad anyone operation yard source interesting design,6,
0,1,0,2,2,6, Community country men cars women good line author place thank though,6,
0,1,2,2,2,7, Certainly men politics country women room well option require eat,6,
0,1,0,1,2,7, Forget men politics provide magazine firm edge everybody,6,
0,0,0,1,0,7, Others country women carry director throw nation,6,
0,2,0,2,0,8, More women country easy statement individual pattern instead knowledge,6,
2,2,0,0,0,8, When politics cars men women never cup read return method authority event,6,
2,2,1,0,1,10, Instead cars important they success,6,
1,1,2,1,1,8, High women men country in Congress apply represent issue,6,
1,1,2,2,1,8, Light women glass fall letter serious government,6,
1,0,0,0,2,6, Rise women politics hour happen daughter,6,
1,1,2,2,1,6, Seven country cars men politics instead grow boy teacher,6,
0,2,0,2,2,9, Somebody politics cars men women surface spend information relate true without car,6,
1,1,2,2,1,6, Life men cars save than similar assume wall,6,
1,1,0,2,1,10, Method cars country politics men single main which rich agency,6,
2,2,1,2,2,10, About cars upon perhaps religious understand,6,
0,2,1,0,2,9, Picture politics women men foreign difficult experience second,6,
0,1,0,1,2,6, For politics men character former control require,6,
2,0,0,0,1,7, Author men politics decision join dinner perform get machine national,6,
1,0,2,0,2,7, Lead politics women men country consumer enter old draw huge,6,
1,1,1,0,1,10, Daughter politics cars his another life despite find,6,
2,1,2,0,2,6, Difficult country politics men women yes house meet relate,6,
0,1,2,0,2,9, Change men politics women country himself trouble identify sound probably special,6,
1,0,2,0,0,10, Send politics women cars nation develop necessary,6,
2,1,0,1,2,8, Soldier country women cars arm size sing,6,
2,1,1,0,1,8, Born women skin strategy herself capital financial,6,
0,1,1,0,0,7, Suffer men today later management trip,6,
0,0,0,2,1,6, Note politics men women modern also choose behind you citizen same,6,
1,1,2,2,0,10, Marriage cars politics men country women physical system player,6,
2,2,2,1,0,8, Deal cars until member least green technology might,6,
1,2,1,0,0,8, Interesting men women country green car,6,
0,2,1,0,1,6, Western cars country men politics women accept whom cost idea south natural,6,
2,1,1,0,2,7, That women men politics cars result fine recent challenge quite respond seven,6,
2,1,2,0,1,8, From politics country summer across night month might,6,
1,0,2,0,1,8, Card country men cars women politics know involve direction town skill,6,
1,2,2,0,1,10, Fear women country cars men world century we according,6,
1,0,0,1,0,7, Above country cars politics men range heart enter class its,6,
2,0,1,1,1,6, Floor women country men politics cars trouble party suddenly tend how probably,6,
2,2,1,1,2,9, Former cars country politics women last sell must support though,6,
0,2,1,2,2,9, Watch women politics country men opportunity goal method that American onto,6,
1,0,1,0,2,6, Future country scientist human but,6,
